1, plains, minecraft:plains, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
599, beach, regions_unexplored:grassy_beach, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
600, beach, regions_unexplored:grassy_beach, MONSTER, uselessreptile:moleclaw, 80, 1, 1
601, beach, regions_unexplored:grassy_beach, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
602, beach, regions_unexplored:grassy_beach, AMBIENT, mythicmounts:firebird, 5, 1, 1
603, private, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
604, private, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
605, private, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
606, private, regions_unexplored:dry_bushland, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
607, private, regions_unexplored:dry_bushland, MONSTER, mythicmounts:dragon, 80, 1, 1
608, private, regions_unexplored:dry_bushland, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
609, private, regions_unexplored:dry_bushland, MONSTER, uselessreptile:moleclaw, 80, 1, 1
610, private, regions_unexplored:dry_bushland, MONSTER, graveyard:nightmare, 10, 1, 1
611, private, regions_unexplored:dry_bushland, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
612, private, regions_unexplored:dry_bushland, AMBIENT, mythicmounts:firebird, 5, 1, 1
613, forest, regions_unexplored:orchard, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
614, forest, regions_unexplored:orchard, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
615, forest, regions_unexplored:orchard, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
616, forest, regions_unexplored:orchard, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
617, forest, regions_unexplored:orchard, MONSTER, direbats:direbat, 36, 1, 3
618, forest, regions_unexplored:orchard, MONSTER, mythicmounts:dragon, 80, 1, 1
619, forest, regions_unexplored:orchard, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
620, forest, regions_unexplored:orchard, MONSTER, graveyard:ghoul, 25, 2, 5
621, forest, regions_unexplored:orchard, MONSTER, uselessreptile:moleclaw, 80, 1, 1
622, forest, regions_unexplored:orchard, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
623, forest, regions_unexplored:orchard, AMBIENT, mythicmounts:firebird, 5, 1, 1
624, private, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
625, private, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
626, private, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
627, private, regions_unexplored:spires, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
628, private, regions_unexplored:spires, MONSTER, mythicmounts:dragon, 80, 1, 1
629, private, regions_unexplored:spires, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
630, private, regions_unexplored:spires, MONSTER, graveyard:ghoul, 25, 2, 5
631, private, regions_unexplored:spires, MONSTER, uselessreptile:moleclaw, 80, 1, 1
632, private, regions_unexplored:spires, MONSTER, graveyard:revenant, 25, 5, 8
633, private, regions_unexplored:spires, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
634, private, regions_unexplored:spires, AMBIENT, mythicmounts:firebird, 5, 1, 1
635, icy, regions_unexplored:frozen_tundra, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
636, icy, regions_unexplored:frozen_tundra, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
637, icy, regions_unexplored:frozen_tundra, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
638, icy, regions_unexplored:frozen_tundra, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
639, icy, regions_unexplored:frozen_tundra, MONSTER, mythicmounts:dragon, 80, 1, 1
640, icy, regions_unexplored:frozen_tundra, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
641, icy, regions_unexplored:frozen_tundra, MONSTER, uselessreptile:moleclaw, 80, 1, 1
642, icy, regions_unexplored:frozen_tundra, MONSTER, graveyard:nightmare, 10, 1, 1
643, icy, regions_unexplored:frozen_tundra, MONSTER, graveyard:revenant, 25, 5, 8
644, icy, regions_unexplored:frozen_tundra, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
645, icy, regions_unexplored:frozen_tundra, AMBIENT, mythicmounts:firebird, 5, 1, 1
646, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
647, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
648, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
649, jungle, regions_unexplored:bamboo_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
650, jungle, regions_unexplored:bamboo_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
651, jungle, regions_unexplored:bamboo_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
652, jungle, regions_unexplored:bamboo_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
653, jungle, regions_unexplored:bamboo_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
654, jungle, regions_unexplored:bamboo_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
655, private, regions_unexplored:baobab_savanna, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
656, private, regions_unexplored:baobab_savanna, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
657, private, regions_unexplored:baobab_savanna, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
658, private, regions_unexplored:baobab_savanna, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
659, private, regions_unexplored:baobab_savanna, MONSTER, mythicmounts:dragon, 80, 1, 1
660, private, regions_unexplored:baobab_savanna, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
661, private, regions_unexplored:baobab_savanna, MONSTER, uselessreptile:moleclaw, 80, 1, 1
662, private, regions_unexplored:baobab_savanna, MONSTER, graveyard:nightmare, 10, 1, 1
663, private, regions_unexplored:baobab_savanna, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
664, private, regions_unexplored:baobab_savanna, AMBIENT, mythicmounts:firebird, 5, 1, 1
665, private, regions_unexplored:lupine_plains, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
666, private, regions_unexplored:lupine_plains, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
667, private, regions_unexplored:lupine_plains, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
668, private, regions_unexplored:lupine_plains, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
669, private, regions_unexplored:lupine_plains, MONSTER, mythicmounts:dragon, 80, 1, 1
670, private, regions_unexplored:lupine_plains, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
671, private, regions_unexplored:lupine_plains, MONSTER, uselessreptile:moleclaw, 80, 1, 1
672, private, regions_unexplored:lupine_plains, MONSTER, graveyard:nightmare, 10, 1, 1
673, private, regions_unexplored:lupine_plains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
674, private, regions_unexplored:lupine_plains, AMBIENT, mythicmounts:firebird, 5, 1, 1
675, private, regions_unexplored:lush_hills, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
676, private, regions_unexplored:lush_hills, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
677, private, regions_unexplored:lush_hills, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
678, private, regions_unexplored:lush_hills, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
679, private, regions_unexplored:lush_hills, MONSTER, mythicmounts:dragon, 80, 1, 1
680, private, regions_unexplored:lush_hills, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
681, private, regions_unexplored:lush_hills, MONSTER, uselessreptile:moleclaw, 80, 1, 1
682, private, regions_unexplored:lush_hills, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
683, private, regions_unexplored:lush_hills, AMBIENT, mythicmounts:firebird, 5, 1, 1
684, private, regions_unexplored:flower_field, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
685, private, regions_unexplored:flower_field, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
686, private, regions_unexplored:flower_field, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
687, private, regions_unexplored:flower_field, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
688, private, regions_unexplored:flower_field, MONSTER, mythicmounts:dragon, 80, 1, 1
689, private, regions_unexplored:flower_field, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
690, private, regions_unexplored:flower_field, MONSTER, uselessreptile:moleclaw, 80, 1, 1
691, private, regions_unexplored:flower_field, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
692, private, regions_unexplored:flower_field, AMBIENT, mythicmounts:firebird, 5, 1, 1
693, private, regions_unexplored:alpha_grove, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
694, private, regions_unexplored:alpha_grove, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
695, private, regions_unexplored:alpha_grove, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
696, private, regions_unexplored:alpha_grove, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
697, private, regions_unexplored:alpha_grove, MONSTER, mythicmounts:dragon, 80, 1, 1
698, private, regions_unexplored:alpha_grove, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
699, private, regions_unexplored:alpha_grove, MONSTER, uselessreptile:moleclaw, 80, 1, 1
700, private, regions_unexplored:alpha_grove, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
701, private, regions_unexplored:alpha_grove, AMBIENT, mythicmounts:firebird, 5, 1, 1
702, badlands, regions_unexplored:arid_mountains, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
703, badlands, regions_unexplored:arid_mountains, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
704, badlands, regions_unexplored:arid_mountains, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
705, badlands, regions_unexplored:arid_mountains, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
706, badlands, regions_unexplored:arid_mountains, MONSTER, mythicmounts:dragon, 80, 1, 1
707, badlands, regions_unexplored:arid_mountains, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
708, badlands, regions_unexplored:arid_mountains, MONSTER, uselessreptile:moleclaw, 80, 1, 1
709, badlands, regions_unexplored:arid_mountains, MONSTER, graveyard:nightmare, 10, 1, 1
710, badlands, regions_unexplored:arid_mountains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
711, badlands, regions_unexplored:arid_mountains, AMBIENT, mythicmounts:firebird, 5, 1, 1
712, desert, regions_unexplored:joshua_desert, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
713, desert, regions_unexplored:joshua_desert, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
714, desert, regions_unexplored:joshua_desert, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
715, desert, regions_unexplored:joshua_desert, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
716, desert, regions_unexplored:joshua_desert, MONSTER, mythicmounts:dragon, 80, 1, 1
717, desert, regions_unexplored:joshua_desert, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
718, desert, regions_unexplored:joshua_desert, MONSTER, uselessreptile:moleclaw, 80, 1, 1
719, desert, regions_unexplored:joshua_desert, MONSTER, graveyard:nightmare, 10, 1, 1
720, desert, regions_unexplored:joshua_desert, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
721, desert, regions_unexplored:joshua_desert, AMBIENT, mythicmounts:firebird, 5, 1, 1
722, forest, regions_unexplored:maple_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
723, forest, regions_unexplored:maple_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
724, forest, regions_unexplored:maple_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
725, forest, regions_unexplored:maple_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
726, forest, regions_unexplored:maple_forest, MONSTER, direbats:direbat, 36, 1, 3
727, forest, regions_unexplored:maple_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
728, forest, regions_unexplored:maple_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
729, forest, regions_unexplored:maple_forest, MONSTER, graveyard:ghoul, 25, 2, 5
730, forest, regions_unexplored:maple_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
731, forest, regions_unexplored:maple_forest, MONSTER, graveyard:revenant, 25, 5, 8
732, forest, regions_unexplored:maple_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
733, forest, regions_unexplored:maple_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
734, forest, regions_unexplored:cherry_hills, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
735, forest, regions_unexplored:cherry_hills, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
736, forest, regions_unexplored:cherry_hills, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
737, forest, regions_unexplored:cherry_hills, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
738, forest, regions_unexplored:cherry_hills, MONSTER, direbats:direbat, 36, 1, 3
739, forest, regions_unexplored:cherry_hills, MONSTER, mythicmounts:dragon, 80, 1, 1
740, forest, regions_unexplored:cherry_hills, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
741, forest, regions_unexplored:cherry_hills, MONSTER, graveyard:ghoul, 25, 2, 5
742, forest, regions_unexplored:cherry_hills, MONSTER, uselessreptile:moleclaw, 80, 1, 1
743, forest, regions_unexplored:cherry_hills, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
744, forest, regions_unexplored:cherry_hills, AMBIENT, mythicmounts:firebird, 5, 1, 1
745, beach, regions_unexplored:chalk_cliffs, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
746, beach, regions_unexplored:chalk_cliffs, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
747, beach, regions_unexplored:chalk_cliffs, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
748, beach, regions_unexplored:chalk_cliffs, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
749, beach, regions_unexplored:chalk_cliffs, MONSTER, mythicmounts:dragon, 80, 1, 1
750, beach, regions_unexplored:chalk_cliffs, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
751, beach, regions_unexplored:chalk_cliffs, MONSTER, uselessreptile:moleclaw, 80, 1, 1
752, beach, regions_unexplored:chalk_cliffs, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
753, beach, regions_unexplored:chalk_cliffs, AMBIENT, mythicmounts:firebird, 5, 1, 1
754, private, regions_unexplored:pumpkin_fields, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
755, private, regions_unexplored:pumpkin_fields, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
756, private, regions_unexplored:pumpkin_fields, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
757, private, regions_unexplored:pumpkin_fields, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
758, private, regions_unexplored:pumpkin_fields, MONSTER, mythicmounts:dragon, 80, 1, 1
759, private, regions_unexplored:pumpkin_fields, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
760, private, regions_unexplored:pumpkin_fields, MONSTER, uselessreptile:moleclaw, 80, 1, 1
761, private, regions_unexplored:pumpkin_fields, MONSTER, graveyard:nightmare, 10, 1, 1
762, private, regions_unexplored:pumpkin_fields, MONSTER, graveyard:revenant, 25, 5, 8
763, private, regions_unexplored:pumpkin_fields, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
764, private, regions_unexplored:pumpkin_fields, AMBIENT, mythicmounts:firebird, 5, 1, 1
765, private, regions_unexplored:willow_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
766, private, regions_unexplored:willow_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
767, private, regions_unexplored:willow_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
768, private, regions_unexplored:willow_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
769, private, regions_unexplored:willow_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
770, private, regions_unexplored:willow_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
771, private, regions_unexplored:willow_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
772, private, regions_unexplored:willow_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
773, private, regions_unexplored:willow_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
774, jungle, regions_unexplored:rainforest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
775, jungle, regions_unexplored:rainforest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
776, jungle, regions_unexplored:rainforest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
777, jungle, regions_unexplored:rainforest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
778, jungle, regions_unexplored:rainforest, MONSTER, mythicmounts:dragon, 80, 1, 1
779, jungle, regions_unexplored:rainforest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
780, jungle, regions_unexplored:rainforest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
781, jungle, regions_unexplored:rainforest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
782, jungle, regions_unexplored:rainforest, AMBIENT, mythicmounts:firebird, 5, 1, 1
783, jungle, regions_unexplored:old_growth_rainforest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
784, jungle, regions_unexplored:old_growth_rainforest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
785, jungle, regions_unexplored:old_growth_rainforest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
786, jungle, regions_unexplored:old_growth_rainforest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
787, jungle, regions_unexplored:old_growth_rainforest, MONSTER, mythicmounts:dragon, 80, 1, 1
788, jungle, regions_unexplored:old_growth_rainforest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
789, jungle, regions_unexplored:old_growth_rainforest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
790, jungle, regions_unexplored:old_growth_rainforest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
791, jungle, regions_unexplored:old_growth_rainforest, AMBIENT, mythicmounts:firebird, 5, 1, 1
792, swamp, regions_unexplored:fen, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
793, swamp, regions_unexplored:fen, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
794, swamp, regions_unexplored:fen, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
795, swamp, regions_unexplored:fen, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
796, swamp, regions_unexplored:fen, MONSTER, direbats:direbat, 36, 1, 3
797, swamp, regions_unexplored:fen, MONSTER, mythicmounts:dragon, 80, 1, 1
798, swamp, regions_unexplored:fen, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
799, swamp, regions_unexplored:fen, MONSTER, graveyard:ghoul, 25, 2, 5
800, swamp, regions_unexplored:fen, MONSTER, uselessreptile:moleclaw, 80, 1, 1
801, swamp, regions_unexplored:fen, MONSTER, graveyard:nightmare, 10, 1, 1
802, swamp, regions_unexplored:fen, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
803, swamp, regions_unexplored:fen, CREATURE, uselessreptile:wyvern, 5, 1, 1
804, swamp, regions_unexplored:fen, AMBIENT, mythicmounts:firebird, 5, 1, 1
805, jungle, regions_unexplored:fungal_fen, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
806, jungle, regions_unexplored:fungal_fen, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
807, jungle, regions_unexplored:fungal_fen, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
808, jungle, regions_unexplored:fungal_fen, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
809, jungle, regions_unexplored:fungal_fen, MONSTER, direbats:direbat, 36, 1, 3
810, jungle, regions_unexplored:fungal_fen, MONSTER, mythicmounts:dragon, 80, 1, 1
811, jungle, regions_unexplored:fungal_fen, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
812, jungle, regions_unexplored:fungal_fen, MONSTER, uselessreptile:moleclaw, 80, 1, 1
813, jungle, regions_unexplored:fungal_fen, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
814, jungle, regions_unexplored:fungal_fen, AMBIENT, mythicmounts:firebird, 5, 1, 1
815, desert, regions_unexplored:saguaro_desert, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
816, desert, regions_unexplored:saguaro_desert, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
817, desert, regions_unexplored:saguaro_desert, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
818, desert, regions_unexplored:saguaro_desert, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
819, desert, regions_unexplored:saguaro_desert, MONSTER, mythicmounts:dragon, 80, 1, 1
820, desert, regions_unexplored:saguaro_desert, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
821, desert, regions_unexplored:saguaro_desert, MONSTER, uselessreptile:moleclaw, 80, 1, 1
822, desert, regions_unexplored:saguaro_desert, MONSTER, graveyard:nightmare, 10, 1, 1
823, desert, regions_unexplored:saguaro_desert, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
824, desert, regions_unexplored:saguaro_desert, AMBIENT, mythicmounts:firebird, 5, 1, 1
825, desert, regions_unexplored:outback, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
826, desert, regions_unexplored:outback, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
827, desert, regions_unexplored:outback, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
828, desert, regions_unexplored:outback, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
829, desert, regions_unexplored:outback, MONSTER, mythicmounts:dragon, 80, 1, 1
830, desert, regions_unexplored:outback, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
831, desert, regions_unexplored:outback, MONSTER, uselessreptile:moleclaw, 80, 1, 1
832, desert, regions_unexplored:outback, MONSTER, graveyard:nightmare, 10, 1, 1
833, desert, regions_unexplored:outback, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
834, desert, regions_unexplored:outback, AMBIENT, mythicmounts:firebird, 5, 1, 1
835, private, regions_unexplored:meadow, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
836, private, regions_unexplored:meadow, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
837, private, regions_unexplored:meadow, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
838, private, regions_unexplored:meadow, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
839, private, regions_unexplored:meadow, MONSTER, mythicmounts:dragon, 80, 1, 1
840, private, regions_unexplored:meadow, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
841, private, regions_unexplored:meadow, MONSTER, uselessreptile:moleclaw, 80, 1, 1
842, private, regions_unexplored:meadow, MONSTER, graveyard:nightmare, 10, 1, 1
843, private, regions_unexplored:meadow, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
844, private, regions_unexplored:meadow, AMBIENT, mythicmounts:firebird, 5, 1, 1
845, private, regions_unexplored:steppe, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
846, private, regions_unexplored:steppe, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
847, private, regions_unexplored:steppe, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
848, private, regions_unexplored:steppe, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
849, private, regions_unexplored:steppe, MONSTER, mythicmounts:dragon, 80, 1, 1
850, private, regions_unexplored:steppe, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
851, private, regions_unexplored:steppe, MONSTER, uselessreptile:moleclaw, 80, 1, 1
852, private, regions_unexplored:steppe, MONSTER, graveyard:nightmare, 10, 1, 1
853, private, regions_unexplored:steppe, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
854, private, regions_unexplored:steppe, AMBIENT, mythicmounts:firebird, 5, 1, 1
855, private, regions_unexplored:icy_heights, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
856, private, regions_unexplored:icy_heights, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
857, private, regions_unexplored:icy_heights, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
858, private, regions_unexplored:icy_heights, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
859, private, regions_unexplored:icy_heights, MONSTER, mythicmounts:dragon, 80, 1, 1
860, private, regions_unexplored:icy_heights, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
861, private, regions_unexplored:icy_heights, MONSTER, uselessreptile:moleclaw, 80, 1, 1
862, private, regions_unexplored:icy_heights, MONSTER, graveyard:revenant, 25, 5, 8
863, private, regions_unexplored:icy_heights, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
864, private, regions_unexplored:icy_heights, AMBIENT, mythicmounts:firebird, 5, 1, 1
865, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
866, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
867, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
868, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
869, forest, regions_unexplored:autumnal_maple_forest, MONSTER, direbats:direbat, 36, 1, 3
870, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
871, forest, regions_unexplored:autumnal_maple_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
872, forest, regions_unexplored:autumnal_maple_forest, MONSTER, graveyard:ghoul, 25, 2, 5
873, forest, regions_unexplored:autumnal_maple_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
874, forest, regions_unexplored:autumnal_maple_forest, MONSTER, graveyard:revenant, 25, 5, 8
875, forest, regions_unexplored:autumnal_maple_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
876, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
877, taiga, regions_unexplored:frozen_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
878, taiga, regions_unexplored:frozen_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
879, taiga, regions_unexplored:frozen_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
880, taiga, regions_unexplored:frozen_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
881, taiga, regions_unexplored:frozen_forest, MONSTER, direbats:direbat, 36, 1, 3
882, taiga, regions_unexplored:frozen_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
883, taiga, regions_unexplored:frozen_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
884, taiga, regions_unexplored:frozen_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
885, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:revenant, 25, 5, 8
886, taiga, regions_unexplored:frozen_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
887, taiga, regions_unexplored:frozen_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
